Format Version,1.24,Take Name,Push_300_deg_006,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-03 02.42.28.884 午後,Capture Start Frame,9766430,Total Frames in Take,1501,Total Exported Frames,1501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002
,ID,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,0.007504,-0.002472,-0.015132,0.999854,146.228943,421.207977,125.287178
1,0.010000,0.007541,-0.002479,-0.015152,0.999854,146.235764,421.206116,125.296089
2,0.020000,0.007511,-0.002954,-0.015050,0.999854,146.222198,421.220612,125.302254
3,0.030000,0.007534,-0.002727,-0.015475,0.999848,146.242493,421.228577,125.314713
4,0.040000,0.007712,-0.002622,-0.015362,0.999849,146.255432,421.208374,125.323982
5,0.050000,0.007897,-0.002474,-0.015670,0.999843,146.241852,421.185181,125.338364
6,0.060000,0.007932,-0.002467,-0.015525,0.999845,146.227631,421.164978,125.352280
7,0.070000,0.007997,-0.003013,-0.014689,0.999856,146.183365,421.147522,125.359520
8,0.080000,0.008066,-0.003007,-0.014790,0.999854,146.186066,421.149536,125.376122
9,0.090000,0.008091,-0.002999,-0.014875,0.999852,146.192291,421.151886,125.387238
10,0.100000,0.008141,-0.003109,-0.014724,0.999854,146.188766,421.146606,125.388222
11,0.110000,0.008168,-0.002941,-0.014970,0.999850,146.214767,421.161133,125.388023
12,0.120000,0.008105,-0.002938,-0.014957,0.999851,146.238953,421.172241,125.378044
13,0.130000,0.007968,-0.002722,-0.015071,0.999851,146.299744,421.193512,125.369980
14,0.140000,0.007869,-0.002763,-0.015262,0.999849,146.311172,421.214417,125.368088
15,0.150000,0.007897,-0.002758,-0.015278,0.999848,146.319641,421.209320,125.369698
16,0.160000,0.008035,-0.002742,-0.015143,0.999849,146.328384,421.188202,125.372108
