Format Version,1.24,Take Name,Push_60_deg_001,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-03 11.27.18.061 午前,Capture Start Frame,8595357,Total Frames in Take,1501,Total Exported Frames,1501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002
,ID,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,0.009285,-0.020307,-0.020724,0.999536,160.601807,421.468231,69.008163
1,0.010000,0.009296,-0.020296,-0.020700,0.999537,160.590103,421.464722,69.007065
2,0.020000,0.009300,-0.020267,-0.020690,0.999537,160.577087,421.463409,69.010880
3,0.030000,0.009291,-0.020271,-0.020693,0.999537,160.564499,421.460480,69.009918
4,0.040000,0.009255,-0.020273,-0.020665,0.999538,160.547180,421.456238,69.000969
5,0.050000,0.009221,-0.020318,-0.020602,0.999539,160.531937,421.453827,68.990608
6,0.060000,0.009195,-0.020273,-0.020579,0.999540,160.524292,421.451752,68.978073
7,0.070000,0.009195,-0.020249,-0.020605,0.999540,160.522980,421.453552,68.965042
8,0.080000,0.009211,-0.020265,-0.020602,0.999540,160.524460,421.455078,68.962128
9,0.090000,0.009241,-0.020296,-0.020590,0.999539,160.536301,421.455017,68.973671
10,0.100000,0.009269,-0.020296,-0.020640,0.999538,160.548737,421.452942,68.988846
11,0.110000,,,,,,,
12,0.120000,0.009294,-0.020276,-0.020703,0.999537,160.568146,421.451691,69.005577
13,0.130000,0.009299,-0.020252,-0.020733,0.999537,160.570618,421.455627,69.003601
14,0.140000,,,,,,,
15,0.150000,0.009132,-0.023540,-0.017575,0.999527,160.369904,421.441956,68.951881
16,0.160000,0.009267,-0.021085,-0.019794,0.999539,160.500656,421.445862,68.967308
17,0.170000,0.009325,-0.019901,-0.020888,0.999540,160.559723,421.448151,68.979309
