Format Version,1.24,Take Name,Push_60_deg_005,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-03 11.31.35.569 午前,Capture Start Frame,8621108,Total Frames in Take,1501,Total Exported Frames,1501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002
,ID,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,0.008423,-0.017652,-0.019150,0.999625,164.869583,421.411133,69.544937
1,0.010000,0.008429,-0.017689,-0.019096,0.999626,164.860626,421.409698,69.548660
2,0.020000,0.008443,-0.017656,-0.019112,0.999626,164.858932,421.407928,69.551430
3,0.030000,0.010038,-0.019164,-0.021403,0.999537,164.602432,421.274872,69.465935
4,0.040000,0.010179,-0.019532,-0.021384,0.999529,164.574127,421.264069,69.461922
5,0.050000,0.009282,-0.018622,-0.019961,0.999584,164.755981,421.340485,69.529610
6,0.060000,0.008559,-0.017813,-0.019181,0.999621,164.886505,421.409271,69.577026
7,0.070000,0.009718,-0.022134,-0.018330,0.999540,164.494171,421.285706,69.482193
8,0.080000,,,,,,,
9,0.090000,0.009888,-0.022751,-0.018284,0.999525,164.433777,421.267334,69.459938
10,0.100000,0.009265,-0.019159,-0.019530,0.999583,164.714264,421.336395,69.516068
11,0.110000,0.008497,-0.017360,-0.019401,0.999625,164.876755,421.409180,69.553062
12,0.120000,0.008485,-0.017414,-0.019347,0.999625,164.853546,421.409302,69.546059
13,0.130000,0.008486,-0.017656,-0.019127,0.999625,164.819397,421.409515,69.545570
14,0.140000,0.009907,-0.019098,-0.021159,0.999545,164.560425,421.291656,69.472359
15,0.150000,0.010090,-0.019523,-0.021109,0.999536,164.491440,421.274261,69.473686
16,0.160000,,,,,,,
17,0.170000,0.010186,-0.019479,-0.021185,0.999534,164.412186,421.277863,69.483414
