Format Version,1.24,Take Name,Push_60_deg_006,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-21 10.07.47.315 午前,Capture Start Frame,41632156,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.004774,0.001869,0.021021,0.999766,-13.356198,420.159485,130.989944
1,0.010000,-0.004788,0.001873,0.021016,0.999766,-13.350411,420.160278,130.985046
2,0.020000,-0.004824,0.001885,0.021021,0.999766,-13.346119,420.163971,130.979202
3,0.030000,-0.004145,0.001825,0.021365,0.999762,-13.338384,420.165192,130.922729
4,0.040000,-0.004168,0.001835,0.021382,0.999761,-13.338566,420.167816,130.921539
5,0.050000,-0.004183,0.001826,0.021430,0.999760,-13.337374,420.170959,130.918274
6,0.060000,-0.004224,0.001824,0.021412,0.999760,-13.334365,420.174164,130.911850
7,0.070000,-0.004284,0.001854,0.021382,0.999760,-13.332421,420.180786,130.898331
8,0.080000,-0.004383,0.001871,0.021393,0.999760,-13.328332,420.194366,130.881927
9,0.090000,-0.004461,0.001871,0.021423,0.999759,-13.321457,420.202942,130.867386
10,0.100000,-0.004502,0.001892,0.021423,0.999759,-13.313148,420.208282,130.860123
11,0.110000,,,,,,,
12,0.120000,-0.004670,0.001684,0.021760,0.999751,-13.272742,420.221954,130.840744
