Format Version,1.24,Take Name,Push_240_deg_005,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-21 08.11.36.710 午後,Capture Start Frame,45255062,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.002473,-0.015818,0.017542,0.999718,-19.000963,419.402588,128.178467
1,0.010000,-0.002480,-0.015831,0.017606,0.999717,-18.992195,419.408997,128.179230
2,0.020000,-0.002466,-0.015810,0.017602,0.999717,-18.993237,419.415466,128.182297
3,0.030000,-0.002451,-0.015811,0.017611,0.999717,-19.000145,419.420471,128.186218
4,0.040000,-0.002433,-0.015725,0.017689,0.999717,-19.017685,419.423248,128.192062
5,0.050000,-0.002421,-0.015706,0.017737,0.999716,-19.023932,419.423340,128.201294
6,0.060000,-0.002347,-0.015675,0.017721,0.999717,-19.028584,419.422241,128.215530
7,0.070000,-0.002300,-0.015790,0.017985,0.999711,-19.032492,419.421722,128.233856
8,0.080000,-0.002257,-0.015681,0.017873,0.999715,-19.014130,419.417297,128.248337
9,0.090000,-0.002242,-0.015708,0.017850,0.999715,-18.995365,419.414093,128.258530
10,0.100000,-0.002286,-0.015781,0.017809,0.999714,-18.969118,419.410583,128.259720
11,0.110000,-0.002337,-0.015849,0.018000,0.999710,-18.951010,419.413879,128.249146
