Format Version,1.24,Take Name,Push_300_deg_007,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-21 08.33.41.685 午後,Capture Start Frame,45387558,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.004272,-0.012147,0.016693,0.999778,-22.962660,419.594940,97.288696
1,0.010000,-0.004263,-0.012141,0.016791,0.999776,-22.964436,419.602051,97.291092
2,0.020000,-0.004130,-0.013663,0.017796,0.999740,-22.916788,419.606598,97.334694
3,0.030000,-0.003307,-0.012315,0.017486,0.999766,-22.954807,419.599396,97.227333
4,0.040000,-0.004250,-0.012109,0.016812,0.999776,-22.977894,419.612793,97.287987
5,0.050000,-0.004301,-0.012114,0.016843,0.999776,-22.983007,419.615295,97.284859
6,0.060000,,,,,,,
7,0.070000,-0.004342,-0.012080,0.016680,0.999778,-22.982819,419.624359,97.271278
8,0.080000,-0.004343,-0.012075,0.016655,0.999779,-22.974390,419.627441,97.271248
9,0.090000,-0.004334,-0.012075,0.016803,0.999777,-22.957487,419.629761,97.273796
10,0.100000,-0.004333,-0.012050,0.016774,0.999777,-22.938911,419.631165,97.279381
11,0.110000,-0.004317,-0.012009,0.016666,0.999780,-22.917248,419.633118,97.286934
12,0.120000,-0.004322,-0.012109,0.016650,0.999779,-22.894255,419.632751,97.292389
