Format Version,1.24,Take Name,Push_240_deg_004,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-21 08.10.44.963 午後,Capture Start Frame,45249887,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.003228,-0.016320,0.018650,0.999688,-29.964375,419.529144,127.251923
1,0.010000,-0.003239,-0.016316,0.018650,0.999688,-29.947399,419.532379,127.252686
2,0.020000,,,,,,,
3,0.030000,,,,,,,
4,0.040000,-0.003168,-0.015989,0.018373,0.999698,-29.905142,419.539429,127.272125
5,0.050000,,,,,,,
6,0.060000,-0.003144,-0.015893,0.018352,0.999700,-29.898361,419.547882,127.282829
7,0.070000,-0.003166,-0.015892,0.018395,0.999699,-29.902607,419.550293,127.276405
8,0.080000,,,,,,,
9,0.090000,-0.003156,-0.015927,0.018396,0.999699,-29.902140,419.557312,127.262009
10,0.100000,-0.003193,-0.015929,0.018398,0.999699,-29.897560,419.556824,127.257454
11,0.110000,-0.003199,-0.015916,0.018411,0.999699,-29.889988,419.557068,127.258774
12,0.120000,-0.003207,-0.015899,0.018369,0.999700,-29.883059,419.559296,127.264099
13,0.130000,,,,,,,
14,0.140000,-0.003220,-0.015859,0.018314,0.999701,-29.877565,419.569733,127.265839
15,0.150000,-0.003237,-0.015854,0.018345,0.999701,-29.884201,419.571503,127.258034
