Format Version,1.24,Take Name,Push_90_deg_004,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-21 10.19.00.808 午前,Capture Start Frame,41699504,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.006410,-0.000350,0.017657,0.999824,-16.041761,420.585846,129.673080
1,0.010000,-0.006432,-0.000363,0.017654,0.999823,-16.025833,420.587219,129.665894
2,0.020000,-0.006438,-0.000392,0.017770,0.999821,-16.006054,420.587341,129.659286
3,0.030000,-0.006451,-0.000504,0.017833,0.999820,-15.985847,420.585663,129.657227
4,0.040000,-0.006476,-0.000504,0.017840,0.999820,-15.968557,420.586243,129.651779
5,0.050000,-0.006502,-0.000328,0.017692,0.999822,-15.947854,420.592804,129.647568
6,0.060000,-0.006538,-0.000249,0.017645,0.999823,-15.935313,420.599609,129.643723
7,0.070000,-0.006547,-0.000235,0.017656,0.999823,-15.920529,420.604370,129.643661
8,0.080000,-0.006519,-0.000189,0.017580,0.999824,-15.906176,420.599304,129.652176
9,0.090000,-0.007670,-0.000741,0.020184,0.999767,-15.839811,420.611511,129.743805
10,0.100000,-0.007580,-0.000717,0.020125,0.999769,-15.824697,420.603485,129.756317
11,0.110000,-0.007526,-0.000701,0.020091,0.999770,-15.805738,420.597961,129.771088
