Format Version,1.24,Take Name,Push_270_deg_008,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-03 04.03.23.161 午前,Capture Start Frame,5931894,Total Frames in Take,1501,Total Exported Frames,1501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002
,ID,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,0.006945,-0.001861,-0.019176,0.999790,158.635132,421.841309,113.350906
1,0.010000,0.006957,-0.001900,-0.019161,0.999790,158.642761,421.841156,113.351288
2,0.020000,0.006957,-0.001935,-0.019145,0.999791,158.646347,421.843506,113.349747
3,0.030000,0.006953,-0.001995,-0.019108,0.999791,158.642654,421.843506,113.346565
4,0.040000,0.006985,-0.001868,-0.019190,0.999790,158.632431,421.843903,113.345512
5,0.050000,0.006956,-0.001995,-0.019092,0.999792,158.619797,421.836884,113.343803
6,0.060000,0.006952,-0.001951,-0.019123,0.999791,158.602509,421.836182,113.342278
7,0.070000,0.006961,-0.001796,-0.019233,0.999789,158.574997,421.835236,113.341202
8,0.080000,0.006966,-0.001786,-0.019231,0.999789,158.541901,421.827240,113.341003
9,0.090000,0.006960,-0.001807,-0.019182,0.999790,158.512878,421.816254,113.344154
10,0.100000,0.006963,-0.001826,-0.019146,0.999791,158.480331,421.804993,113.348129
11,0.110000,0.006689,-0.000680,-0.020117,0.999775,158.526154,421.838104,113.382553
12,0.120000,0.006677,-0.000586,-0.020184,0.999774,158.509155,421.832306,113.393867
13,0.130000,0.006675,-0.000533,-0.020081,0.999776,158.491806,421.839874,113.401482
14,0.140000,0.006692,-0.000518,-0.020211,0.999773,158.496399,421.859375,113.402359
15,0.150000,0.006673,-0.000536,-0.020476,0.999768,158.512344,421.874939,113.385040
16,0.160000,0.006967,-0.001544,-0.019425,0.999786,158.435638,421.836243,113.352158
