Format Version,1.24,Take Name,Push_150_deg_006,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-03 02.44.30.055 午前,Capture Start Frame,5458587,Total Frames in Take,1501,Total Exported Frames,1501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002
,ID,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,0.000168,-0.002441,0.005780,0.999980,157.467377,421.435944,66.750427
1,0.010000,0.000167,-0.002456,0.005794,0.999980,157.467133,421.434784,66.749496
2,0.020000,0.000167,-0.002459,0.005802,0.999980,157.466522,421.435883,66.750031
3,0.030000,0.000167,-0.002436,0.005756,0.999980,157.466171,421.435669,66.750542
4,0.040000,0.000170,-0.002438,0.005757,0.999980,157.465729,421.435822,66.750687
5,0.050000,0.000171,-0.002439,0.005766,0.999980,157.465118,421.435394,66.750961
6,0.060000,0.000182,-0.002490,0.005822,0.999980,157.464798,421.434174,66.750648
7,0.070000,0.000181,-0.002500,0.005846,0.999980,157.466995,421.434357,66.750381
8,0.080000,0.000181,-0.002499,0.005822,0.999980,157.468018,421.434631,66.750198
9,0.090000,0.000183,-0.002509,0.005836,0.999980,157.471222,421.435211,66.750038
10,0.100000,0.000182,-0.002498,0.005798,0.999980,157.472702,421.435120,66.750198
11,0.110000,,,,,,,
12,0.120000,0.000172,-0.002485,0.005783,0.999980,157.477875,421.437683,66.751526
13,0.130000,0.000165,-0.002495,0.005811,0.999980,157.477844,421.437378,66.750374
14,0.140000,0.000155,-0.002545,0.005924,0.999979,157.474457,421.436432,66.749580
15,0.150000,0.000156,-0.002523,0.005906,0.999979,157.471619,421.435944,66.749451
16,0.160000,0.000158,-0.002553,0.005946,0.999979,157.465729,421.434570,66.748909
17,0.170000,0.000156,-0.002528,0.005919,0.999979,157.464401,421.434723,66.749573
