Format Version,1.24,Take Name,Push_30_deg_002,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-03 01.59.32.743 午前,Capture Start Frame,5188858,Total Frames in Take,1501,Total Exported Frames,1501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002
,ID,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.000514,0.006470,-0.015192,0.999864,156.011566,422.077942,88.392990
1,0.010000,-0.000460,0.006453,-0.015213,0.999863,155.994965,422.066010,88.398277
2,0.020000,-0.000400,0.006458,-0.015313,0.999862,155.969604,422.051422,88.400482
3,0.030000,,,,,,,
4,0.040000,-0.000417,0.006516,-0.015403,0.999860,155.937912,422.044769,88.388931
5,0.050000,-0.000448,0.006571,-0.015441,0.999859,155.927628,422.045959,88.379776
6,0.060000,,,,,,,
7,0.070000,-0.000446,0.006768,-0.015222,0.999861,155.933136,422.031677,88.370148
8,0.080000,-0.000489,0.006640,-0.015466,0.999858,155.901215,422.044708,88.359344
9,0.090000,-0.000453,0.006747,-0.015236,0.999861,155.918381,422.031860,88.364815
10,0.100000,-0.000478,0.006870,-0.015244,0.999860,155.919922,422.031250,88.372856
11,0.110000,-0.000495,0.006726,-0.015526,0.999857,155.882858,422.042999,88.369545
12,0.120000,-0.000440,0.006677,-0.015474,0.999858,155.866898,422.038391,88.378113
13,0.130000,-0.000407,0.006410,-0.015210,0.999864,155.827896,422.028931,88.376213
14,0.140000,-0.000345,0.006341,-0.015175,0.999865,155.803970,422.023010,88.382118
15,0.150000,-0.000312,0.006333,-0.015186,0.999865,155.784439,422.019958,88.387329
16,0.160000,-0.000304,0.006361,-0.015229,0.999864,155.766266,422.021973,88.392273
17,0.170000,-0.000304,0.006506,-0.014978,0.999867,155.771530,422.011475,88.399094
