Format Version,1.24,Take Name,Push_60_deg_002,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-21 02.36.47.345 午前,Capture Start Frame,38926182,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,0.002600,-0.011135,-0.000644,0.999934,23.036064,418.547363,106.121414
1,0.010000,0.002627,-0.011231,-0.000435,0.999933,23.024488,418.547058,106.129501
2,0.020000,,,,,,,
3,0.030000,0.002639,-0.011125,-0.000928,0.999934,23.001156,418.548767,106.144432
4,0.040000,0.002657,-0.011364,-0.000288,0.999932,23.000723,418.549774,106.151382
5,0.050000,0.002658,-0.011269,-0.000698,0.999933,22.987751,418.552124,106.157486
6,0.060000,,,,,,,
7,0.070000,0.002715,-0.011082,-0.000881,0.999935,22.976002,418.549713,106.174644
8,0.080000,0.002707,-0.011102,-0.000823,0.999934,22.973637,418.551178,106.177711
9,0.090000,0.002707,-0.011034,-0.000864,0.999935,22.969255,418.554077,106.177483
10,0.100000,0.002685,-0.011126,-0.000819,0.999934,22.974316,418.553955,106.174911
11,0.110000,0.002683,-0.011091,-0.000879,0.999935,22.979578,418.553040,106.169502
12,0.120000,0.002650,-0.011226,-0.000779,0.999933,22.988228,418.553650,106.162369
13,0.130000,0.002630,-0.011244,-0.000788,0.999933,22.994408,418.552734,106.160019
