Format Version,1.24,Take Name,Push_120_deg_007,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-21 02.57.52.033 午前,Capture Start Frame,39052650,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,0.002254,-0.004417,0.002499,0.999985,-16.178154,419.244659,119.364578
1,0.010000,0.002241,-0.004448,0.002504,0.999985,-16.165672,419.245667,119.362045
2,0.020000,0.002219,-0.004498,0.002528,0.999984,-16.145180,419.248627,119.357841
3,0.030000,0.002185,-0.004508,0.002561,0.999984,-16.117807,419.254456,119.356461
4,0.040000,0.002157,-0.004568,0.002602,0.999984,-16.089365,419.260590,119.353622
5,0.050000,0.002146,-0.004622,0.002674,0.999983,-16.050301,419.268463,119.353264
6,0.060000,0.002150,-0.004564,0.002976,0.999983,-15.994834,419.271545,119.351082
7,0.070000,0.002133,-0.004501,0.002975,0.999983,-15.955763,419.277832,119.352776
8,0.080000,0.002172,-0.004303,0.002684,0.999985,-15.899096,419.280487,119.354515
9,0.090000,0.002169,-0.004338,0.002770,0.999985,-15.868445,419.289673,119.354485
10,0.100000,0.002120,-0.004619,0.002869,0.999983,-15.830446,419.300476,119.357605
11,0.110000,0.002118,-0.004669,0.002909,0.999983,-15.802493,419.304077,119.359291
12,0.120000,0.002099,-0.004732,0.002957,0.999982,-15.773130,419.299194,119.361023
