Format Version,1.24,Take Name,Push_210_deg_005,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-23 01.50.43.616 午前,Capture Start Frame,55929652,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.009323,0.000801,0.017707,0.999799,-50.623245,422.654877,240.247681
1,0.010000,-0.009341,0.000733,0.017829,0.999797,-50.634724,422.655792,240.245071
2,0.020000,-0.009358,0.000767,0.017772,0.999798,-50.624458,422.657867,240.239929
3,0.030000,-0.009394,0.000723,0.017805,0.999797,-50.611492,422.660858,240.233978
4,0.040000,,,,,,,
5,0.050000,-0.009406,0.000453,0.017800,0.999797,-50.577213,422.651886,240.228851
6,0.060000,-0.009414,0.000455,0.017722,0.999799,-50.556789,422.648529,240.228683
7,0.070000,,,,,,,
8,0.080000,-0.009412,0.000364,0.017751,0.999798,-50.557323,422.646698,240.237869
9,0.090000,,,,,,,
10,0.100000,-0.009402,0.000387,0.017761,0.999798,-50.574551,422.650238,240.244263
11,0.110000,-0.009390,0.000418,0.017788,0.999798,-50.583992,422.647369,240.247131
12,0.120000,-0.009403,0.000361,0.017731,0.999798,-50.581959,422.643524,240.249908
13,0.130000,-0.009385,0.000377,0.017712,0.999799,-50.569965,422.640961,240.252075
14,0.140000,-0.009379,0.000410,0.017764,0.999798,-50.553413,422.639862,240.254242
