Format Version,1.24,Take Name,Push_60_deg_005,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-23 01.05.11.369 午前,Capture Start Frame,55656430,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.008128,0.006856,0.024336,0.999647,-47.967484,423.433411,198.556198
1,0.010000,-0.008131,0.006961,0.024084,0.999653,-47.924179,423.435913,198.558868
2,0.020000,-0.008149,0.006924,0.024110,0.999652,-47.902958,423.441559,198.556808
3,0.030000,-0.008247,0.007165,0.024178,0.999648,-47.888031,423.460754,198.527878
4,0.040000,-0.008600,0.006907,0.023814,0.999656,-47.867371,423.504395,198.574173
5,0.050000,-0.008648,0.006829,0.023779,0.999657,-47.847668,423.511993,198.565735
6,0.060000,-0.008672,0.006926,0.023680,0.999658,-47.786247,423.516388,198.547882
7,0.070000,-0.008826,0.007240,0.023674,0.999655,-47.750195,423.542236,198.500534
8,0.080000,-0.008792,0.006986,0.023804,0.999654,-47.698364,423.537354,198.508652
9,0.090000,-0.008838,0.006900,0.023822,0.999653,-47.641968,423.544708,198.497162
10,0.100000,-0.008934,0.007013,0.024109,0.999645,-47.594471,423.559174,198.461304
11,0.110000,-0.008865,0.007597,0.022830,0.999671,-47.422325,423.552124,198.483444
12,0.120000,-0.008882,0.007690,0.022627,0.999675,-47.288433,423.552368,198.482651
