Format Version,1.24,Take Name,Push_300_deg_008,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-21 10.27.56.564 午後,Capture Start Frame,46073039,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.007539,0.003378,0.019530,0.999775,-20.613373,420.045074,86.247482
1,0.010000,-0.007518,0.003414,0.019517,0.999775,-20.610102,420.047852,86.249924
2,0.020000,-0.007525,0.003417,0.019533,0.999775,-20.608002,420.049072,86.253601
3,0.030000,-0.007538,0.003433,0.019540,0.999775,-20.609129,420.051056,86.257561
4,0.040000,-0.007547,0.003415,0.019546,0.999775,-20.610523,420.053619,86.258018
5,0.050000,-0.007563,0.003381,0.019592,0.999774,-20.611286,420.057495,86.253273
6,0.060000,-0.007596,0.003343,0.019590,0.999774,-20.613022,420.062500,86.244118
7,0.070000,-0.007620,0.003343,0.019577,0.999774,-20.609896,420.064270,86.237427
8,0.080000,-0.007655,0.003310,0.019598,0.999773,-20.597950,420.065460,86.230782
9,0.090000,-0.007696,0.003230,0.019656,0.999772,-20.584229,420.070068,86.228294
10,0.100000,-0.007551,0.001541,0.020664,0.999757,-20.497244,420.073853,86.271469
11,0.110000,-0.007727,0.003127,0.019643,0.999772,-20.517675,420.081604,86.229271
12,0.120000,,,,,,,
