Format Version,1.24,Take Name,Push_90_deg_003,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-21 09.11.50.182 午後,Capture Start Frame,45616405,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.004408,-0.016584,0.019232,0.999668,-21.961626,419.698730,140.702774
1,0.010000,-0.004394,-0.016585,0.019228,0.999668,-21.958227,419.696991,140.705383
2,0.020000,-0.004382,-0.016587,0.019243,0.999668,-21.958794,419.694794,140.706848
3,0.030000,-0.004390,-0.016584,0.019224,0.999668,-21.965485,419.695068,140.705521
4,0.040000,-0.004388,-0.016566,0.019258,0.999668,-21.976023,419.699402,140.706192
5,0.050000,-0.004359,-0.016509,0.019190,0.999670,-21.985981,419.703583,140.704483
6,0.060000,-0.004115,-0.016343,0.019128,0.999675,-21.981926,419.692261,140.653839
7,0.070000,-0.004060,-0.016297,0.019005,0.999678,-21.987455,419.693512,140.645721
8,0.080000,-0.004051,-0.016311,0.019083,0.999677,-21.989468,419.693604,140.646500
9,0.090000,-0.004083,-0.016313,0.019110,0.999676,-21.988340,419.695160,140.648376
10,0.100000,-0.004062,-0.016273,0.019000,0.999679,-21.986475,419.694427,140.647873
11,0.110000,-0.004087,-0.016319,0.019088,0.999676,-21.981958,419.694550,140.650574
