Format Version,1.24,Take Name,Push_60_deg_001,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-21 09.03.52.080 午後,Capture Start Frame,45568595,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.007898,-0.017946,0.020953,0.999588,-25.150312,420.496368,118.578125
1,0.010000,-0.007865,-0.017933,0.020938,0.999589,-25.130169,420.498352,118.593323
2,0.020000,-0.007895,-0.017982,0.020977,0.999587,-25.108250,420.501526,118.597961
3,0.030000,-0.007902,-0.018121,0.021057,0.999583,-25.079475,420.503998,118.597343
4,0.040000,-0.007877,-0.018037,0.020868,0.999589,-25.042356,420.502533,118.593803
5,0.050000,-0.007829,-0.018053,0.020861,0.999589,-25.013891,420.495728,118.597275
6,0.060000,-0.007801,-0.017988,0.020745,0.999593,-24.983101,420.493347,118.612541
7,0.070000,-0.007768,-0.018002,0.020795,0.999592,-24.953537,420.498871,118.630409
8,0.080000,-0.007811,-0.018020,0.020919,0.999588,-24.927538,420.519379,118.646431
9,0.090000,-0.007856,-0.018051,0.021043,0.999585,-24.892298,420.552094,118.659851
10,0.100000,-0.007816,-0.018148,0.021594,0.999572,-24.846857,420.578094,118.663979
11,0.110000,-0.007797,-0.018002,0.021400,0.999579,-24.791203,420.593292,118.665413
