Format Version,1.24,Take Name,Push_210_deg_007,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-21 09.58.13.754 午後,Capture Start Frame,45894760,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.003595,0.004241,0.020362,0.999777,-31.185883,419.940155,128.562912
1,0.010000,-0.003575,0.004240,0.020378,0.999777,-31.188108,419.945435,128.572327
2,0.020000,-0.003568,0.004286,0.020402,0.999776,-31.191565,419.946930,128.582779
3,0.030000,-0.003551,0.004280,0.020435,0.999776,-31.186213,419.950714,128.593201
4,0.040000,-0.003531,0.004315,0.020439,0.999776,-31.175863,419.955200,128.604675
5,0.050000,-0.003516,0.004339,0.020390,0.999777,-31.157978,419.954590,128.608109
6,0.060000,-0.003499,0.004315,0.020394,0.999777,-31.137449,419.952881,128.611038
7,0.070000,-0.003463,0.004512,0.020156,0.999781,-31.102001,419.947968,128.612198
8,0.080000,-0.003500,0.004071,0.020511,0.999775,-31.074497,419.948334,128.615021
9,0.090000,-0.003474,0.004335,0.020228,0.999780,-31.039865,419.944702,128.621017
10,0.100000,-0.003445,0.004353,0.020215,0.999780,-31.013891,419.947021,128.635376
11,0.110000,-0.003439,0.004273,0.020628,0.999772,-30.982700,419.952209,128.646133
12,0.120000,-0.003451,0.004274,0.020791,0.999769,-30.941507,419.962189,128.661255
