Format Version,1.24,Take Name,Push_330_deg_007,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-02 10.56.27.762 午後,Capture Start Frame,4090363,Total Frames in Take,1501,Total Exported Frames,1501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002
,ID,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,0.017272,-0.016344,-0.004581,0.999707,144.832596,419.906067,106.656509
1,0.010000,0.017300,-0.016324,-0.004606,0.999707,144.813950,419.901245,106.666695
2,0.020000,0.017311,-0.016400,-0.004502,0.999706,144.795624,419.895203,106.671722
3,0.030000,0.017368,-0.016579,-0.004193,0.999703,144.761047,419.887115,106.676903
4,0.040000,0.017357,-0.016707,-0.004094,0.999701,144.746216,419.881042,106.672897
5,0.050000,0.017370,-0.016614,-0.004158,0.999703,144.737000,419.880310,106.670372
6,0.060000,,,,,,,
7,0.070000,0.017283,-0.016276,-0.004665,0.999707,144.752258,419.891815,106.653763
8,0.080000,0.017266,-0.016332,-0.004616,0.999707,144.746201,419.894897,106.641037
9,0.090000,0.016311,-0.009125,-0.011444,0.999760,145.164139,420.094910,106.757523
10,0.100000,0.017245,-0.016239,-0.004797,0.999708,144.728409,419.900269,106.622437
11,0.110000,0.017245,-0.016428,-0.004622,0.999706,144.701324,419.896210,106.614410
12,0.120000,0.017233,-0.016495,-0.004561,0.999705,144.673248,419.895538,106.605797
13,0.130000,0.017182,-0.016674,-0.004415,0.999704,144.626526,419.900299,106.590179
14,0.140000,0.017141,-0.016692,-0.004456,0.999704,144.589417,419.907928,106.573906
15,0.150000,0.017080,-0.016562,-0.004521,0.999707,144.543060,419.919312,106.548035
16,0.160000,0.016053,-0.009421,-0.011317,0.999763,144.924179,420.139557,106.643867
17,0.170000,0.015895,-0.008440,-0.012318,0.999762,144.939392,420.191864,106.633797
