Format Version,1.24,Take Name,Push_90_deg_003,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-02 08.53.22.386 午後,Capture Start Frame,3351787,Total Frames in Take,1501,Total Exported Frames,1501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002
,ID,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,0.011881,-0.017575,-0.008412,0.999740,151.958679,415.265350,48.416145
1,0.010000,0.012124,-0.016996,-0.009767,0.999734,151.935257,415.248047,48.424229
2,0.020000,0.010726,-0.021184,0.000282,0.999718,152.155914,415.335999,48.528343
3,0.030000,0.010567,-0.021642,0.001463,0.999709,152.181442,415.337341,48.549408
4,0.040000,0.010620,-0.021675,0.001504,0.999708,152.188629,415.333710,48.558029
5,0.050000,0.010689,-0.021893,0.001658,0.999702,152.198242,415.336700,48.560596
6,0.060000,0.010669,-0.022000,0.001766,0.999699,152.203033,415.338593,48.552422
7,0.070000,0.010636,-0.022032,0.001757,0.999699,152.204941,415.339569,48.541359
8,0.080000,0.010581,-0.021973,0.001699,0.999701,152.205383,415.343201,48.527500
9,0.090000,0.011945,-0.017446,-0.008556,0.999740,151.993195,415.250092,48.421833
10,0.100000,0.010475,-0.021898,0.001578,0.999704,152.171417,415.348663,48.479813
11,0.110000,0.010297,-0.021868,0.001570,0.999707,152.159164,415.350220,48.457718
12,0.120000,0.010280,-0.021909,0.001613,0.999706,152.152039,415.352203,48.446724
13,0.130000,0.010197,-0.021695,0.001400,0.999712,152.143295,415.348450,48.436359
14,0.140000,0.011594,-0.016976,-0.008954,0.999749,151.918808,415.252930,48.341572
15,0.150000,0.011771,-0.016507,-0.010245,0.999742,151.894470,415.238647,48.333221
16,0.160000,,,,,,,
17,0.170000,0.011831,-0.016563,-0.010103,0.999742,151.883453,415.225037,48.338234
