Format Version,1.24,Take Name,Push_150_deg_005,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-02 09.20.12.352 午後,Capture Start Frame,3512798,Total Frames in Take,1501,Total Exported Frames,1501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002,Rigid Body 002
,ID,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9,7081C4A4E11211EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,0.013594,-0.011197,-0.001760,0.999843,146.407227,419.844421,56.257843
1,0.010000,0.013505,-0.011309,-0.001800,0.999843,146.400681,419.850464,56.227127
2,0.020000,0.013436,-0.011311,-0.001788,0.999844,146.395706,419.854919,56.207077
3,0.030000,0.013411,-0.011564,-0.001530,0.999842,146.385941,419.853119,56.188263
4,0.040000,0.013383,-0.011448,-0.001712,0.999843,146.405014,419.857300,56.183754
5,0.050000,0.013371,-0.011404,-0.001783,0.999844,146.422226,419.862091,56.184227
6,0.060000,0.013354,-0.011112,-0.002062,0.999847,146.452530,419.870483,56.196430
7,0.070000,0.013360,-0.011111,-0.002100,0.999847,146.467285,419.874725,56.203568
8,0.080000,0.013294,-0.010986,-0.002150,0.999849,146.488846,419.884949,56.212521
9,0.090000,0.013337,-0.011028,-0.002130,0.999848,146.494873,419.880096,56.207150
10,0.100000,0.013297,-0.010935,-0.002228,0.999849,146.504623,419.887909,56.213322
11,0.110000,0.013294,-0.010911,-0.002241,0.999850,146.503418,419.889984,56.216145
12,0.120000,0.013287,-0.010919,-0.002209,0.999850,146.496307,419.888275,56.216850
13,0.130000,0.013347,-0.011047,-0.002081,0.999848,146.482269,419.876282,56.211227
14,0.140000,0.013325,-0.011034,-0.002156,0.999848,146.470917,419.877655,56.212460
15,0.150000,0.013383,-0.011244,-0.001901,0.999846,146.449509,419.867950,56.205093
16,0.160000,0.013362,-0.011177,-0.002015,0.999846,146.448685,419.869110,56.199612
