Format Version,1.24,Take Name,Push_120_deg_002,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-22 08.15.05.008 午前,Capture Start Frame,49595851,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.002813,0.000979,0.019840,0.999799,-30.053478,419.732880,110.653229
1,0.010000,-0.002779,0.000913,0.019960,0.999797,-30.050985,419.745544,110.657333
2,0.020000,-0.002791,0.001105,0.019642,0.999803,-30.032003,419.744324,110.662682
3,0.030000,-0.002846,0.001159,0.019514,0.999805,-30.022781,419.728790,110.657677
4,0.040000,-0.002888,0.001175,0.019479,0.999805,-30.014759,419.728973,110.653549
5,0.050000,-0.002841,0.001092,0.019628,0.999803,-30.017155,419.747040,110.657669
6,0.060000,-0.002846,0.001013,0.019698,0.999801,-30.022461,419.749573,110.647758
7,0.070000,-0.002845,0.000993,0.019683,0.999802,-30.029596,419.749176,110.640587
8,0.080000,-0.002859,0.000985,0.019698,0.999801,-30.035967,419.751251,110.632263
9,0.090000,-0.002886,0.000980,0.019715,0.999801,-30.043436,419.753113,110.622421
10,0.100000,-0.002868,0.000995,0.019641,0.999803,-30.050112,419.752991,110.613129
11,0.110000,-0.002895,0.000966,0.019654,0.999802,-30.050381,419.755035,110.607330
12,0.120000,-0.002888,0.000972,0.019689,0.999802,-30.045328,419.755402,110.603661
