Format Version,1.24,Take Name,Push_30_deg_004,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-22 07.53.07.492 午前,Capture Start Frame,49464100,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.002735,-0.001405,0.018385,0.999826,-25.840597,419.524658,93.746872
1,0.010000,-0.002728,-0.001371,0.018400,0.999826,-25.847630,419.522491,93.755547
2,0.020000,-0.002717,-0.001358,0.018417,0.999826,-25.855667,419.522736,93.761497
3,0.030000,-0.002702,-0.001299,0.018408,0.999826,-25.872074,419.527802,93.762878
4,0.040000,-0.002740,-0.001359,0.018395,0.999826,-25.881279,419.533875,93.757202
5,0.050000,-0.002768,-0.001368,0.018411,0.999826,-25.895126,419.542786,93.744293
6,0.060000,-0.002804,-0.001380,0.018439,0.999825,-25.907856,419.550140,93.729126
7,0.070000,-0.002814,-0.001393,0.018461,0.999825,-25.913872,419.553131,93.719872
8,0.080000,-0.002812,-0.001396,0.018451,0.999825,-25.916531,419.556152,93.714935
9,0.090000,-0.002822,-0.001420,0.018483,0.999824,-25.914619,419.555573,93.718803
10,0.100000,-0.002815,-0.001375,0.018476,0.999824,-25.914017,419.558716,93.727501
11,0.110000,-0.002793,-0.001383,0.018429,0.999825,-25.906603,419.564362,93.740013
