Format Version,1.24,Take Name,Push_330_deg_004,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-22 09.23.48.026 午前,Capture Start Frame,50008149,Total Frames in Take,1001,Total Exported Frames,1001,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.007149,-0.005204,0.020232,0.999756,-7.865068,420.689453,71.565933
1,0.010000,-0.007322,-0.005182,0.020238,0.999755,-7.854750,420.679077,71.561646
2,0.020000,-0.007326,-0.005187,0.020264,0.999754,-7.839962,420.677979,71.574638
3,0.030000,-0.007349,-0.005167,0.020021,0.999759,-7.810209,420.679199,71.587112
4,0.040000,-0.007127,-0.005269,0.020252,0.999756,-7.801618,420.694336,71.615509
5,0.050000,-0.007140,-0.005193,0.020006,0.999761,-7.772990,420.697388,71.625427
6,0.060000,-0.007336,-0.005123,0.019968,0.999761,-7.753667,420.692902,71.619820
7,0.070000,-0.007123,-0.005198,0.020346,0.999754,-7.716808,420.703003,71.638565
8,0.080000,,,,,,,
9,0.090000,-0.007057,-0.005079,0.020182,0.999759,-7.654967,420.709747,71.655678
10,0.100000,-0.007012,-0.004802,0.019876,0.999766,-7.599273,420.702454,71.667908
11,0.110000,-0.007008,-0.004755,0.019829,0.999768,-7.553735,420.700562,71.671700
12,0.120000,-0.006994,-0.004789,0.019795,0.999768,-7.506844,420.698242,71.684914
