Format Version,1.24,Take Name,Push_210_deg_002,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-23 01.07.55.347 午後,Capture Start Frame,59992788,Total Frames in Take,501,Total Exported Frames,501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.010940,0.015198,0.019266,0.999639,-56.383686,422.670990,223.533875
1,0.010000,-0.010949,0.015031,0.019325,0.999640,-56.396564,422.664307,223.544128
2,0.020000,-0.010959,0.015053,0.019315,0.999640,-56.403332,422.663666,223.544464
3,0.030000,-0.010980,0.015044,0.019345,0.999639,-56.410782,422.663940,223.545319
4,0.040000,-0.011007,0.014792,0.019615,0.999638,-56.442745,422.666534,223.542191
5,0.050000,-0.010991,0.014819,0.019543,0.999639,-56.432678,422.664368,223.543793
6,0.060000,-0.010930,0.015160,0.019336,0.999638,-56.400879,422.667358,223.535950
7,0.070000,-0.010925,0.015197,0.019288,0.999639,-56.387871,422.666016,223.536209
8,0.080000,-0.010922,0.015188,0.019260,0.999640,-56.378105,422.664642,223.536285
9,0.090000,-0.010912,0.015160,0.019257,0.999640,-56.375546,422.663330,223.534164
10,0.100000,-0.010927,0.014991,0.019348,0.999641,-56.383213,422.662140,223.533066
11,0.110000,-0.010939,0.015184,0.019241,0.999640,-56.376835,422.664124,223.532654
12,0.120000,-0.010966,0.015038,0.019218,0.999642,-56.385445,422.657166,223.543106
