Format Version,1.24,Take Name,Push_0_deg_003,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-23 11.50.06.675 午前,Capture Start Frame,59525925,Total Frames in Take,501,Total Exported Frames,501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.011413,-0.007681,0.018557,0.999733,-61.068363,422.845947,164.402893
1,0.010000,-0.011381,-0.007392,0.018304,0.999740,-61.019539,422.851990,164.415558
2,0.020000,-0.011361,-0.007346,0.018303,0.999741,-60.998486,422.861237,164.428894
3,0.030000,-0.011334,-0.007344,0.018299,0.999741,-60.983646,422.867218,164.443253
4,0.040000,-0.011281,-0.007340,0.018355,0.999741,-60.968010,422.865570,164.462143
5,0.050000,-0.011234,-0.007308,0.018362,0.999742,-60.947517,422.863434,164.480484
6,0.060000,-0.011194,-0.007244,0.018832,0.999734,-60.925236,422.867462,164.485245
7,0.070000,-0.011145,-0.007195,0.018889,0.999734,-60.884254,422.877319,164.509476
8,0.080000,-0.011122,-0.007105,0.018803,0.999736,-60.837002,422.893280,164.531174
9,0.090000,-0.011099,-0.007125,0.018887,0.999735,-60.800182,422.906891,164.543213
10,0.100000,-0.011144,-0.007365,0.018951,0.999731,-60.758839,422.925385,164.544159
11,0.110000,-0.011161,-0.007570,0.019177,0.999725,-60.732864,422.933228,164.531433
