Format Version,1.24,Take Name,Push_210_deg_003,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-23 01.08.35.470 午後,Capture Start Frame,59996801,Total Frames in Take,501,Total Exported Frames,501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.011752,0.014423,0.021081,0.999605,-56.669167,422.837158,223.415268
1,0.010000,-0.011701,0.014549,0.021110,0.999603,-56.681995,422.836456,223.417725
2,0.020000,-0.011631,0.014520,0.021151,0.999603,-56.700035,422.830261,223.422882
3,0.030000,-0.011613,0.014555,0.021145,0.999603,-56.710972,422.832855,223.434937
4,0.040000,-0.011571,0.014626,0.021114,0.999603,-56.712296,422.834259,223.444901
5,0.050000,,,,,,,
6,0.060000,-0.011529,0.014647,0.021167,0.999602,-56.717594,422.834198,223.460205
7,0.070000,-0.011507,0.014629,0.021181,0.999602,-56.714561,422.833374,223.465485
8,0.080000,-0.011554,0.014696,0.021102,0.999603,-56.698570,422.838867,223.460785
9,0.090000,-0.011569,0.014699,0.021073,0.999603,-56.690262,422.838837,223.454239
10,0.100000,,,,,,,
11,0.110000,-0.011590,0.014569,0.021204,0.999602,-56.695286,422.837982,223.444839
12,0.120000,-0.011630,0.014518,0.021233,0.999602,-56.692799,422.840363,223.436264
13,0.130000,-0.011653,0.014540,0.021235,0.999601,-56.687851,422.843658,223.434219
