Format Version,1.24,Take Name,Push_0_deg_006,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-23 11.52.39.444 午前,Capture Start Frame,59541202,Total Frames in Take,501,Total Exported Frames,501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.013112,-0.007149,0.023609,0.999610,-62.470680,423.372681,164.066193
1,0.010000,-0.013066,-0.007188,0.023735,0.999607,-62.465729,423.361359,164.073929
2,0.020000,-0.013002,-0.007002,0.023546,0.999614,-62.434315,423.352509,164.089340
3,0.030000,-0.012970,-0.006990,0.023543,0.999614,-62.423172,423.346191,164.101929
4,0.040000,-0.012941,-0.006970,0.023528,0.999615,-62.409214,423.343353,164.112854
5,0.050000,-0.012908,-0.006912,0.023482,0.999617,-62.384212,423.340149,164.130219
6,0.060000,-0.012836,-0.006566,0.023032,0.999631,-62.318825,423.335602,164.146210
7,0.070000,-0.012850,-0.006717,0.023209,0.999626,-62.316139,423.340332,164.155319
8,0.080000,-0.012797,-0.006537,0.023027,0.999632,-62.269730,423.336212,164.161377
9,0.090000,-0.012814,-0.006663,0.023187,0.999627,-62.272041,423.348969,164.156097
10,0.100000,-0.012819,-0.006687,0.023256,0.999625,-62.258907,423.355316,164.152344
11,0.110000,-0.012840,-0.006713,0.023330,0.999623,-62.245991,423.364105,164.140121
