Format Version,1.24,Take Name,Push_210_deg_001,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-23 10.51.24.556 午前,Capture Start Frame,59173716,Total Frames in Take,501,Total Exported Frames,501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.012331,0.017769,0.022940,0.999503,-52.368244,423.517395,243.977188
1,0.010000,-0.012310,0.017778,0.022955,0.999503,-52.363014,423.514526,243.984039
2,0.020000,-0.012229,0.018017,0.021927,0.999522,-52.351986,423.484772,244.010300
3,0.030000,-0.012445,0.017570,0.022218,0.999521,-52.407959,423.518341,243.989487
4,0.040000,-0.012507,0.017303,0.023387,0.999498,-52.416649,423.545380,243.964645
5,0.050000,-0.012499,0.017312,0.023407,0.999498,-52.415596,423.543793,243.965836
6,0.060000,-0.012451,0.017561,0.023143,0.999500,-52.380367,423.538086,243.969376
7,0.070000,-0.012497,0.017323,0.023375,0.999499,-52.404037,423.541260,243.968430
8,0.080000,-0.012469,0.017552,0.023171,0.999500,-52.367664,423.534882,243.969482
9,0.090000,-0.012471,0.017525,0.023203,0.999499,-52.361427,423.532440,243.969238
10,0.100000,-0.012477,0.017523,0.023205,0.999499,-52.352554,423.531067,243.969498
11,0.110000,-0.012480,0.017517,0.023169,0.999500,-52.340740,423.528320,243.969345
12,0.120000,-0.012479,0.017472,0.023193,0.999501,-52.331589,423.525940,243.969696
