Format Version,1.24,Take Name,FingerWrist_011,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-08-03 04.44.01.222 午後,Capture Start Frame,513736,Total Frames in Take,601,Total Exported Frames,601,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Lunate,Lunate,Lunate,Lunate,Lunate,Lunate,Lunate,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,Radius,Radius,Radius,Radius,Radius,Radius,Radius,Capitate,Capitate,Capitate,Capitate,Capitate,Capitate,Capitate
,ID,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,-0.059279,-0.009433,0.001983,0.998195,194.620270,212.944305,-199.220520,-0.069799,-0.019623,0.023781,0.997084,235.869339,208.751144,-193.757645,-0.025270,0.498920,0.006543,0.866255,101.543861,324.732697,-77.192360,0.016026,-0.069735,0.036372,0.996773,222.760941,163.659302,-177.014999,-0.098513,-0.064764,0.019542,0.992834,218.135056,190.307617,-197.525970
1,0.010000,-0.058893,-0.009747,0.002332,0.998214,194.594284,212.941345,-199.220840,-0.070631,-0.019672,0.023434,0.997033,235.841614,208.747711,-193.763672,-0.025307,0.498983,0.006554,0.866217,101.557892,324.739746,-77.202126,0.015999,-0.069662,0.036415,0.996777,222.743073,163.659470,-177.018433,-0.098202,-0.065093,0.019776,0.992838,218.119080,190.304871,-197.530350
2,0.020000,-0.058085,-0.008292,0.003647,0.998271,194.569046,212.925018,-199.213638,-0.070472,-0.019694,0.023270,0.997048,235.825211,208.748779,-193.773514,-0.025388,0.499130,0.006563,0.866130,101.578171,324.745178,-77.211128,0.015953,-0.069601,0.036420,0.996782,222.731537,163.658768,-177.019913,-0.097899,-0.065059,0.019815,0.992870,218.110336,190.298859,-197.531357
3,0.030000,-0.057219,-0.007179,0.004297,0.998327,194.573288,212.919373,-199.232010,-0.070876,-0.019884,0.023488,0.997010,235.825577,208.739120,-193.775665,-0.025494,0.499010,0.006400,0.866198,101.598083,324.746887,-77.225845,0.016010,-0.069522,0.036272,0.996792,222.724655,163.659988,-177.028305,-0.097754,-0.064835,0.019762,0.992900,218.107544,190.295425,-197.533981
4,0.040000,-0.057198,-0.007389,0.003933,0.998328,194.591858,212.921143,-199.233200,-0.071079,-0.020027,0.023368,0.996996,235.837738,208.736206,-193.774384,-0.025583,0.499004,0.006397,0.866198,101.612938,324.744568,-77.228493,0.015859,-0.069528,0.036431,0.996788,222.735718,163.655411,-177.024155,-0.097686,-0.064557,0.019711,0.992926,218.117188,190.295319,-197.533524
5,0.050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
