Format Version,1.24,Take Name,Finger_005,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-08-03 04.12.28.198 午後,Capture Start Frame,324436,Total Frames in Take,601,Total Exported Frames,601,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Lunate,Lunate,Lunate,Lunate,Lunate,Lunate,Lunate,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,Radius,Radius,Radius,Radius,Radius,Radius,Radius,Capitate,Capitate,Capitate,Capitate,Capitate,Capitate,Capitate
,ID,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,-0.051580,0.011809,-0.016840,0.998457,196.019760,213.995712,-198.872696,-0.075221,0.000613,0.002848,0.997163,236.471802,207.241394,-193.361649,-0.022640,0.494395,0.004092,0.868933,102.534821,324.308472,-79.888237,0.015417,-0.050984,0.024240,0.998286,222.292435,163.458023,-177.288025,-0.069823,-0.041004,-0.007121,0.996691,217.539474,192.267426,-198.429459
1,0.010000,-0.056959,-0.003461,-0.021598,0.998137,195.999802,214.003036,-198.874786,-0.078754,-0.006922,0.000160,0.996870,236.468582,207.264679,-193.397934,-0.022631,0.494402,0.004156,0.868929,102.527367,324.309479,-79.893669,0.015486,-0.050980,0.024247,0.998285,222.271255,163.459946,-177.272964,-0.068061,-0.042616,-0.006512,0.996749,217.528976,192.281219,-198.421341
2,0.020000,-0.058049,-0.006008,-0.022194,0.998049,195.972580,214.004654,-198.874542,-0.081865,-0.015443,-0.002542,0.996521,236.442017,207.274017,-193.423645,-0.022630,0.494405,0.004185,0.868927,102.519852,324.312286,-79.894745,0.015545,-0.051033,0.024479,0.998276,222.244263,163.463089,-177.269180,-0.067305,-0.045223,-0.005497,0.996692,217.512466,192.284775,-198.424332
3,0.030000,-0.058191,-0.006563,-0.022380,0.998033,195.957855,214.003235,-198.882706,-0.082253,-0.016614,-0.002907,0.996469,236.429352,207.272293,-193.429794,-0.022647,0.494373,0.004112,0.868945,102.514572,324.315887,-79.891563,0.015468,-0.051081,0.024628,0.998271,222.221695,163.462402,-177.278183,-0.067188,-0.046108,-0.005259,0.996661,217.499786,192.283844,-198.431519
4,0.040000,-0.054621,0.008146,-0.019204,0.998289,195.932388,214.002640,-198.772324,-0.082365,-0.016591,-0.002894,0.996460,236.427292,207.268509,-193.442932,-0.022636,0.494412,0.004184,0.868923,102.518356,324.317505,-79.886627,0.015518,-0.051111,0.024796,0.998264,222.217957,163.458115,-177.292908,-0.068300,-0.045037,-0.005371,0.996633,217.488556,192.271210,-198.449509
5,0.050000,-0.048808,0.026316,-0.013923,0.998364,195.931702,214.002640,-198.768036,-0.079976,-0.009295,-0.000286,0.996753,236.411362,207.251404,-193.389114,-0.022664,0.494408,0.004131,0.868924,102.520531,324.319855,-79.880806,0.015378,-0.051026,0.024562,0.998277,222.231155,163.453217,-177.313339,-0.032632,-0.029729,0.000776,0.999025,217.624207,192.182480,-198.801407
