Format Version,1.24,Take Name,Finger_013,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-08-03 04.22.03.351 午後,Capture Start Frame,381950,Total Frames in Take,601,Total Exported Frames,601,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Lunate,Lunate,Lunate,Lunate,Lunate,Lunate,Lunate,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,Radius,Radius,Radius,Radius,Radius,Radius,Radius,Capitate,Capitate,Capitate,Capitate,Capitate,Capitate,Capitate
,ID,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,-0.114664,0.045974,-0.011883,0.992269,194.049332,209.268448,-198.349060,-0.116783,0.020163,0.021146,0.992728,235.144562,204.604538,-194.180695,-0.023133,0.494640,0.004298,0.868780,100.739166,324.217926,-76.288223,0.015450,-0.056543,0.029534,0.997844,222.665161,163.659409,-175.862701,-0.166548,-0.012864,-0.014495,0.985843,216.129074,187.239853,-195.410629
1,0.010000,-0.114655,0.046007,-0.011897,0.992268,194.058975,209.261261,-198.379868,-0.116742,0.020595,0.021391,0.992718,235.156097,204.593124,-194.219162,-0.023154,0.494565,0.004172,0.868822,100.756081,324.218994,-76.301247,0.015141,-0.056221,0.029416,0.997870,222.678391,163.655716,-175.893951,-0.163892,-0.004343,-0.018695,0.986292,216.136810,187.231216,-195.439316
2,0.020000,-0.114915,0.044644,-0.011841,0.992301,194.060776,209.249893,-198.413437,-0.117087,0.020760,0.021655,0.992669,235.156281,204.586533,-194.240585,-0.023156,0.494551,0.004158,0.868830,100.764725,324.218231,-76.307434,0.015119,-0.056270,0.029436,0.997867,222.679306,163.651932,-175.905197,-0.163264,-0.001396,-0.020465,0.986369,216.138702,187.224289,-195.453964
3,0.030000,-0.114821,0.045039,-0.011682,0.992296,194.049957,209.244110,-198.401291,-0.117004,0.020945,0.021766,0.992672,235.149719,204.583374,-194.239822,-0.023158,0.494530,0.004158,0.868842,100.769569,324.215912,-76.308037,0.015077,-0.056289,0.029454,0.997866,222.675308,163.650299,-175.901733,-0.163405,-0.001514,-0.020470,0.986346,216.134323,187.217987,-195.458679
4,0.040000,-0.114531,0.046013,-0.011393,0.992288,194.039627,209.245361,-198.381393,-0.117132,0.020813,0.021520,0.992665,235.136475,204.584518,-194.216812,-0.023151,0.494554,0.004207,0.868828,100.770813,324.214813,-76.308670,0.015290,-0.056574,0.029584,0.997843,222.661545,163.649445,-175.878082,-0.163826,-0.003602,-0.019533,0.986289,216.129913,187.215729,-195.447861
5,0.050000,-0.114502,0.045735,-0.011192,0.992307,194.024246,209.248962,-198.338242,-0.117596,0.020315,0.021337,0.992624,235.125198,204.592865,-194.164078,-0.023178,0.494570,0.004201,0.868819,100.768562,324.216705,-76.303764,0.015374,-0.056571,0.029661,0.997839,222.648712,163.654404,-175.841446,-0.167910,-0.007058,-0.019134,0.985591,216.115875,187.229813,-195.388977
