Format Version,1.24,Take Name,Push_300_deg_002,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-23 04.01.29.458 午後,Capture Start Frame,61034191,Total Frames in Take,501,Total Exported Frames,501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.025645,0.037943,0.030238,0.998493,-48.818150,424.478668,147.308228
1,0.010000,-0.025633,0.037936,0.030247,0.998493,-48.812206,424.478577,147.318222
2,0.020000,-0.025634,0.037941,0.030239,0.998493,-48.799641,424.481171,147.329254
3,0.030000,-0.025642,0.037877,0.030215,0.998496,-48.783066,424.485870,147.335419
4,0.040000,-0.025648,0.037892,0.030201,0.998496,-48.770004,424.489502,147.337021
5,0.050000,-0.025638,0.037874,0.030232,0.998496,-48.760895,424.491028,147.334641
6,0.060000,-0.025626,0.037868,0.030205,0.998497,-48.757435,424.492188,147.335358
7,0.070000,-0.025629,0.037885,0.030143,0.998499,-48.758156,424.494415,147.336761
8,0.080000,-0.025626,0.037853,0.030250,0.998497,-48.766464,424.496338,147.339310
9,0.090000,-0.025627,0.037918,0.030138,0.998497,-48.771275,424.505829,147.343002
10,0.100000,-0.025599,0.037986,0.030295,0.998491,-48.786133,424.513977,147.350113
11,0.110000,-0.025563,0.038014,0.030302,0.998491,-48.789406,424.516174,147.359848
12,0.120000,,,,,,,
