Format Version,1.24,Take Name,Push_330_deg_001,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-23 04.09.29.576 午後,Capture Start Frame,61082202,Total Frames in Take,501,Total Exported Frames,501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.026049,0.040913,0.031788,0.998317,-46.515110,424.821960,147.103012
1,0.010000,-0.025993,0.041435,0.030991,0.998322,-46.417034,424.821869,147.127090
2,0.020000,-0.026027,0.041607,0.030528,0.998328,-46.350563,424.833618,147.120575
3,0.030000,-0.026052,0.041680,0.030437,0.998327,-46.317417,424.847534,147.107056
4,0.040000,-0.026043,0.041570,0.030884,0.998319,-46.303204,424.854523,147.093658
5,0.050000,-0.026077,0.041157,0.031666,0.998310,-46.338421,424.867737,147.063400
6,0.060000,-0.026054,0.041112,0.031782,0.998309,-46.325787,424.872467,147.059174
7,0.070000,-0.026026,0.041121,0.031735,0.998311,-46.307560,424.876801,147.075027
8,0.080000,-0.025955,0.041268,0.031326,0.998320,-46.251606,424.868164,147.116653
9,0.090000,-0.025935,0.041251,0.031355,0.998320,-46.230766,424.869690,147.136536
10,0.100000,-0.025907,0.041253,0.031400,0.998319,-46.204605,424.877228,147.156052
11,0.110000,-0.025891,0.041190,0.031431,0.998321,-46.187077,424.891052,147.171249
12,0.120000,-0.025878,0.041183,0.031494,0.998320,-46.161800,424.903473,147.172913
