Format Version,1.24,Take Name,Push_210_deg_003,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-02-23 03.30.05.659 午後,Capture Start Frame,60845812,Total Frames in Take,501,Total Exported Frames,501,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage
,ID,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9,1FCEE7A3EF9111EF3C28FEC2583C42A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
0,0.000000,-0.025990,0.031858,0.026794,0.998795,-59.085693,424.627747,236.850281
1,0.010000,-0.025998,0.031848,0.026816,0.998795,-59.096886,424.627991,236.846298
2,0.020000,-0.026344,0.031638,0.027812,0.998765,-59.109535,424.668884,236.854324
3,0.030000,-0.026388,0.031669,0.027942,0.998759,-59.116661,424.673859,236.842514
4,0.040000,-0.026463,0.031628,0.027899,0.998760,-59.099792,424.682129,236.834167
5,0.050000,-0.026510,0.031478,0.028030,0.998760,-59.095730,424.683502,236.815048
6,0.060000,-0.026616,0.031589,0.027815,0.998759,-59.036930,424.682129,236.800751
7,0.070000,-0.026677,0.032030,0.026414,0.998782,-58.920040,424.685791,236.775330
8,0.080000,-0.026768,0.031939,0.026793,0.998772,-58.876434,424.686737,236.755798
9,0.090000,-0.026789,0.031900,0.026710,0.998775,-58.850780,424.681152,236.734146
10,0.100000,-0.026800,0.031256,0.027804,0.998765,-58.911522,424.664734,236.733292
11,0.110000,-0.026813,0.031334,0.027714,0.998765,-58.888111,424.660126,236.723251
12,0.120000,-0.026892,0.031278,0.027766,0.998763,-58.887104,424.668671,236.716095
