Format Version,1.24,Take Name,Wrist_018,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-08-03 04.04.18.599 午後,Capture Start Frame,275476,Total Frames in Take,601,Total Exported Frames,601,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Lunate,Lunate,Lunate,Lunate,Lunate,Lunate,Lunate,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,Radius,Radius,Radius,Radius,Radius,Radius,Radius,Capitate,Capitate,Capitate,Capitate,Capitate,Capitate,Capitate
,ID,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,-0.108786,0.042033,-0.013029,0.993091,198.723557,209.633316,-202.495041,-0.137504,0.015916,-0.015141,0.990258,239.383041,202.734314,-198.740906,-0.022352,0.494800,0.004791,0.868706,102.477867,324.364899,-79.764572,0.007864,-0.006584,0.002140,0.999945,223.802475,162.479431,-179.632523,-0.083381,-0.053344,0.023177,0.994819,221.584610,191.334808,-201.647247
1,0.010000,-0.109616,0.040938,-0.013065,0.993045,198.718811,209.644913,-202.463303,-0.138672,0.011166,-0.016597,0.990136,239.382370,202.741440,-198.715149,-0.022308,0.494755,0.004815,0.868733,102.478294,324.362793,-79.752052,0.007756,-0.005318,0.001802,0.999954,223.739731,162.518494,-179.552902,-0.084187,-0.058052,0.024207,0.994463,221.567215,191.346161,-201.627640
2,0.020000,-0.109764,0.040417,-0.013068,0.993050,198.714279,209.643982,-202.437149,-0.138788,0.010017,-0.017026,0.990125,239.388947,202.751770,-198.700607,-0.022217,0.494735,0.004873,0.868746,102.488678,324.370056,-79.747841,0.007840,-0.004995,0.001847,0.999955,223.739716,162.525681,-179.524582,-0.084606,-0.058847,0.024404,0.994376,221.566101,191.357346,-201.608902
3,0.030000,-0.110498,0.041156,-0.013324,0.992935,198.731949,209.654083,-202.437057,-0.138598,0.010098,-0.017090,0.990150,239.407074,202.753754,-198.693222,-0.022200,0.494709,0.004874,0.868761,102.498657,324.367981,-79.763077,0.007844,-0.005065,0.001886,0.999955,223.752426,162.523788,-179.524323,-0.085158,-0.058396,0.024063,0.994364,221.568558,191.366302,-201.595535
4,0.040000,-0.110810,0.042000,-0.013356,0.992864,198.751740,209.656357,-202.446136,-0.138597,0.010368,-0.017118,0.990147,239.424118,202.753235,-198.703201,-0.022237,0.494695,0.004834,0.868769,102.507523,324.358490,-79.787300,0.007857,-0.005061,0.001845,0.999955,223.769379,162.522217,-179.534683,-0.085996,-0.056712,0.023156,0.994411,221.580963,191.374847,-201.585098
5,0.050000,-0.109774,0.042001,-0.012036,0.992996,198.792999,209.659409,-202.473892,-0.138123,0.010637,-0.016804,0.990215,239.454422,202.749603,-198.730560,-0.022359,0.494509,0.004602,0.868873,102.516609,324.352142,-79.823112,0.008807,-0.004908,0.001893,0.999947,223.799789,162.517227,-179.565765,-0.087011,-0.054463,0.022000,0.994474,221.597488,191.379089,-201.578537
