Format Version,1.24,Take Name,Wrist_011,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-08-03 03.51.22.929 午後,Capture Start Frame,197910,Total Frames in Take,601,Total Exported Frames,601,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Lunate,Lunate,Lunate,Lunate,Lunate,Lunate,Lunate,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,Radius,Radius,Radius,Radius,Radius,Radius,Radius,Capitate,Capitate,Capitate,Capitate,Capitate,Capitate,Capitate
,ID,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,-0.065130,0.054662,-0.004599,0.996368,195.389420,213.639542,-200.046127,-0.070583,0.035958,0.002538,0.996854,236.992401,208.090149,-198.878769,-0.022606,0.493725,0.003815,0.869316,101.735825,324.310760,-78.646500,0.008134,-0.002518,0.000947,0.999963,222.741699,162.485428,-179.883499,-0.044683,0.017288,0.003713,0.998845,219.436096,193.034500,-202.184464
1,0.010000,-0.064238,0.055575,-0.004433,0.996376,195.429642,213.641678,-200.060593,-0.070630,0.036112,0.002522,0.996846,237.008102,208.085464,-198.880661,-0.022595,0.493742,0.003858,0.869306,101.738113,324.312317,-78.646317,0.008126,-0.002547,0.000974,0.999963,222.752975,162.485550,-179.882187,-0.044818,0.017109,0.003839,0.998841,219.452820,193.027023,-202.188004
2,0.020000,-0.064388,0.055604,-0.004589,0.996364,195.453796,213.636627,-200.061493,-0.071514,0.035824,0.002990,0.996792,237.041718,208.078033,-198.870270,-0.022579,0.493736,0.003878,0.869310,101.738220,324.315399,-78.640984,0.008174,-0.002627,0.000962,0.999963,222.770050,162.483521,-179.879944,-0.045249,0.015712,0.004465,0.998842,219.498428,193.013824,-202.190857
3,0.030000,-0.064245,0.055638,-0.004309,0.996373,195.483154,213.646973,-200.053360,-0.071693,0.035495,0.002869,0.996791,237.061462,208.079742,-198.856735,-0.022590,0.493749,0.003873,0.869302,101.736305,324.316528,-78.638878,0.008090,-0.002489,0.001045,0.999964,222.784607,162.491302,-179.875305,-0.045413,0.013643,0.005701,0.998859,219.522583,193.011810,-202.186035
4,0.040000,-0.064231,0.055104,-0.004260,0.996403,195.492447,213.660324,-200.039032,-0.071655,0.035428,0.002765,0.996796,237.070221,208.085098,-198.843796,-0.022610,0.493770,0.003842,0.869290,101.734779,324.318146,-78.636833,0.008133,-0.002393,0.000999,0.999964,222.792206,162.494095,-179.862442,-0.044683,0.013984,0.005961,0.998886,219.531601,193.017258,-202.177841
5,0.050000,-0.063910,0.055362,-0.003916,0.996411,195.494171,213.665085,-200.014343,-0.071579,0.035401,0.002701,0.996803,237.073013,208.092331,-198.827423,-0.022598,0.493780,0.003858,0.869285,101.733765,324.318970,-78.629967,0.008131,-0.002315,0.000974,0.999964,222.797150,162.496368,-179.852753,-0.043608,0.015817,0.005768,0.998907,219.532944,193.023453,-202.166550
