Format Version,1.24,Take Name,Wrist_004,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-08-03 03.44.37.856 午後,Capture Start Frame,157403,Total Frames in Take,601,Total Exported Frames,601,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Lunate,Lunate,Lunate,Lunate,Lunate,Lunate,Lunate,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,Scafoid,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,ForceGage,Radius,Radius,Radius,Radius,Radius,Radius,Radius,Capitate,Capitate,Capitate,Capitate,Capitate,Capitate,Capitate
,ID,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,4C6F3CA668EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,8259AD1D68EE11F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,5A5084686DA011F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,68F0D2CD6DA111F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9,F719E5E4703211F03C28FEC2583C50A9
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,-0.139149,0.071170,-0.028463,0.987301,196.725510,208.504715,-202.112030,-0.135981,0.050669,-0.016107,0.989284,235.774750,202.975021,-200.694717,-0.022167,0.493234,0.003641,0.869607,100.061768,324.253815,-75.754784,0.006116,0.002328,-0.001810,0.999977,223.176682,162.459946,-179.767731,-0.047511,0.052282,-0.014986,0.997389,218.827484,192.210098,-202.740219
1,0.010000,-0.139029,0.071070,-0.028561,0.987322,196.740982,208.515778,-202.088852,-0.135783,0.050545,-0.016139,0.989317,235.784790,202.983902,-200.670425,-0.022158,0.493253,0.003679,0.869596,100.053635,324.253723,-75.753006,0.006126,0.002347,-0.001818,0.999977,223.183289,162.464294,-179.750793,-0.050452,0.037018,-0.008767,0.998002,218.842377,192.215256,-202.731140
2,0.020000,-0.138992,0.070928,-0.028605,0.987336,196.729965,208.524200,-202.063232,-0.133506,0.045341,-0.016991,0.989865,235.751373,202.954742,-200.598602,-0.022163,0.493242,0.003663,0.869602,100.048019,324.253326,-75.746826,0.006200,0.002363,-0.001791,0.999976,223.175201,162.466232,-179.733963,-0.051428,0.031096,-0.006239,0.998173,218.833344,192.221909,-202.712662
3,0.030000,-0.139238,0.070935,-0.028835,0.987294,196.701401,208.535034,-202.029800,-0.136665,0.046751,-0.017361,0.989361,235.758163,203.001877,-200.623993,-0.022154,0.493236,0.003682,0.869606,100.043282,324.252563,-75.734810,0.006183,0.002356,-0.001772,0.999977,223.161560,162.467911,-179.714584,-0.053386,0.028350,-0.005815,0.998155,218.805771,192.235077,-202.678482
4,0.040000,-0.139017,0.071015,-0.028167,0.987339,196.666336,208.535690,-201.990799,-0.136252,0.048712,-0.016701,0.989335,235.735138,203.014877,-200.599121,-0.022119,0.493226,0.003696,0.869612,100.037117,324.253479,-75.719154,0.006324,0.002288,-0.001798,0.999976,223.145279,162.466385,-179.688629,-0.054495,0.025895,-0.005145,0.998165,218.782059,192.244736,-202.653931
5,0.050000,-0.138869,0.071446,-0.027691,0.987342,196.648483,208.540741,-201.955322,-0.136276,0.048345,-0.016853,0.989347,235.718796,203.022751,-200.566589,-0.022005,0.493353,0.003861,0.869543,100.031609,324.255219,-75.699768,0.006496,0.002675,-0.001677,0.999974,223.139221,162.471161,-179.650650,-0.052755,0.031342,-0.007268,0.998089,218.752502,192.278091,-202.563431
